label,dataset,relpath,ext,delimiter,has_header,rows_used,data_rows,cols_mode,cols_min,cols_max,cols_stable,time_format,time_monotonic,median_dt_sec,schema_key
FALL,wrist_data,FALL/wrist_data/FALL/up_fall_wrist_fall.csv,.csv,",",1,2281,2280,12,12,12,1,ts_col0_s,0,1.000000,".csv|,|h1|c12|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub30/FALLS/FOL/FOL_gyro_30_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub30/FALLS/FOL/FOL_ori_30_2.txt,.txt,",",0,1992,1992,4,4,4,1,ts_col0_us,1,4.999000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub30/FALLS/FOL/FOL_gyro_30_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.998500,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub30/FALLS/FOL/FOL_ori_30_3.txt,.txt,",",0,1988,1988,4,4,4,1,ts_col0_us,1,4.999000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub30/FALLS/BSC/BSC_gyro_30_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub30/FALLS/BSC/BSC_gyro_30_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.995000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub30/FALLS/BSC/BSC_ori_30_3.txt,.txt,",",0,1990,1990,4,4,4,1,ts_col0_us,1,4.993000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub30/FALLS/BSC/BSC_ori_30_1.txt,.txt,",",0,1980,1980,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub30/FALLS/BSC/BSC_ori_30_2.txt,.txt,",",0,1995,1995,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub30/FALLS/BSC/BSC_acc_30_1.txt,.txt,",",0,868,868,4,4,4,1,ts_col0_ns,1,0.010445,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub30/FALLS/BSC/BSC_acc_30_2.txt,.txt,",",0,815,815,4,4,4,1,ts_col0_ns,1,0.010488,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub30/FALLS/BSC/BSC_acc_30_3.txt,.txt,",",0,798,798,4,4,4,1,ts_col0_ns,1,0.011442,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub30/FALLS/BSC/BSC_gyro_30_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.992500,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FKL/FKL_gyro_11_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.999000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FKL/FKL_ori_11_2.txt,.txt,",",0,1981,1981,4,4,4,1,ts_col0_us,1,4.999000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FKL/FKL_ori_11_3.txt,.txt,",",0,1967,1967,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FKL/FKL_acc_11_3.txt,.txt,",",0,893,893,4,4,4,1,ts_col0_ns,1,0.010702,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FKL/FKL_gyro_11_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.996500,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FKL/FKL_gyro_11_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.995000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FKL/FKL_ori_11_1.txt,.txt,",",0,1972,1972,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FKL/FKL_acc_11_2.txt,.txt,",",0,887,887,4,4,4,1,ts_col0_ns,1,0.010630,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FKL/FKL_acc_11_1.txt,.txt,",",0,817,817,4,4,4,1,ts_col0_ns,1,0.010652,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/SDL/SDL_acc_11_3.txt,.txt,",",0,869,869,4,4,4,1,ts_col0_ns,1,0.010998,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/SDL/SDL_gyro_11_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.994500,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/SDL/SDL_ori_11_3.txt,.txt,",",0,1984,1984,4,4,4,1,ts_col0_us,1,4.995000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/SDL/SDL_ori_11_1.txt,.txt,",",0,1972,1972,4,4,4,1,ts_col0_us,1,4.992000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/SDL/SDL_gyro_11_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.995000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/SDL/SDL_gyro_11_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.990000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/SDL/SDL_ori_11_2.txt,.txt,",",0,1967,1967,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/SDL/SDL_acc_11_1.txt,.txt,",",0,864,864,4,4,4,1,ts_col0_ns,1,0.011245,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/SDL/SDL_acc_11_2.txt,.txt,",",0,852,852,4,4,4,1,ts_col0_ns,1,0.010949,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FOL/FOL_acc_11_1.txt,.txt,",",0,781,781,4,4,4,1,ts_col0_ns,1,0.010778,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FOL/FOL_gyro_11_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FOL/FOL_ori_11_1.txt,.txt,",",0,1963,1963,4,4,4,1,ts_col0_us,1,4.999000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FOL/FOL_ori_11_3.txt,.txt,",",0,1972,1972,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FOL/FOL_acc_11_3.txt,.txt,",",0,863,863,4,4,4,1,ts_col0_ns,1,0.010758,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FOL/FOL_acc_11_2.txt,.txt,",",0,760,760,4,4,4,1,ts_col0_ns,1,0.010807,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FOL/FOL_gyro_11_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FOL/FOL_gyro_11_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/FOL/FOL_ori_11_2.txt,.txt,",",0,1963,1963,4,4,4,1,ts_col0_us,1,5.000000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/BSC/BSC_ori_11_3.txt,.txt,",",0,1960,1960,4,4,4,1,ts_col0_us,1,4.995000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/BSC/BSC_gyro_11_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.991000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/BSC/BSC_gyro_11_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.994000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/BSC/BSC_ori_11_2.txt,.txt,",",0,1964,1964,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/BSC/BSC_acc_11_1.txt,.txt,",",0,859,859,4,4,4,1,ts_col0_ns,1,0.011886,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/BSC/BSC_ori_11_1.txt,.txt,",",0,1977,1977,4,4,4,1,ts_col0_us,1,4.992000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/BSC/BSC_acc_11_3.txt,.txt,",",0,914,914,4,4,4,1,ts_col0_ns,1,0.010527,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/BSC/BSC_gyro_11_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub11/FALLS/BSC/BSC_acc_11_2.txt,.txt,",",0,779,779,4,4,4,1,ts_col0_ns,1,0.010719,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FKL/FKL_acc_8_3.txt,.txt,",",0,842,842,4,4,4,1,ts_col0_ns,1,0.010579,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FKL/FKL_ori_8_3.txt,.txt,",",0,1964,1964,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FKL/FKL_acc_8_1.txt,.txt,",",0,899,899,4,4,4,1,ts_col0_ns,1,0.010665,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FKL/FKL_gyro_8_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FKL/FKL_gyro_8_3.txt,.txt,",",0,1998,1998,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FKL/FKL_acc_8_2.txt,.txt,",",0,814,814,4,4,4,1,ts_col0_ns,1,0.011366,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FKL/FKL_ori_8_2.txt,.txt,",",0,1977,1977,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FKL/FKL_ori_8_1.txt,.txt,",",0,1967,1967,4,4,4,1,ts_col0_us,1,4.999000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FKL/FKL_gyro_8_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.994000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/SDL/SDL_gyro_8_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/SDL/SDL_ori_8_2.txt,.txt,",",0,1969,1969,4,4,4,1,ts_col0_us,1,4.995000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/SDL/SDL_gyro_8_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.994000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/SDL/SDL_acc_8_3.txt,.txt,",",0,766,766,4,4,4,1,ts_col0_ns,1,0.011204,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/SDL/SDL_ori_8_1.txt,.txt,",",0,1983,1983,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/SDL/SDL_gyro_8_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.995000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/SDL/SDL_ori_8_3.txt,.txt,",",0,1975,1975,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/SDL/SDL_acc_8_1.txt,.txt,",",0,814,814,4,4,4,1,ts_col0_ns,1,0.010770,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/SDL/SDL_acc_8_2.txt,.txt,",",0,774,774,4,4,4,1,ts_col0_ns,1,0.011022,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FOL/FOL_acc_8_3.txt,.txt,",",0,738,738,4,4,4,1,ts_col0_ns,1,0.011089,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FOL/FOL_ori_8_2.txt,.txt,",",0,1969,1969,4,4,4,1,ts_col0_us,1,4.999000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FOL/FOL_ori_8_1.txt,.txt,",",0,1980,1980,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FOL/FOL_gyro_8_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FOL/FOL_acc_8_2.txt,.txt,",",0,833,833,4,4,4,1,ts_col0_ns,1,0.011064,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FOL/FOL_gyro_8_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.995000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FOL/FOL_gyro_8_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.997000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FOL/FOL_acc_8_1.txt,.txt,",",0,748,748,4,4,4,1,ts_col0_ns,1,0.010680,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/FOL/FOL_ori_8_3.txt,.txt,",",0,1975,1975,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/BSC/BSC_gyro_8_3.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,5.000000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/BSC/BSC_ori_8_2.txt,.txt,",",0,1978,1978,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/BSC/BSC_gyro_8_2.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.998000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/BSC/BSC_ori_8_3.txt,.txt,",",0,1980,1980,4,4,4,1,ts_col0_us,1,5.001000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/BSC/BSC_acc_8_2.txt,.txt,",",0,899,899,4,4,4,1,ts_col0_ns,1,0.010270,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/BSC/BSC_gyro_8_1.txt,.txt,",",0,1999,1999,4,4,4,1,ts_col0_us,1,4.999500,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/BSC/BSC_acc_8_1.txt,.txt,",",0,891,891,4,4,4,1,ts_col0_ns,1,0.010122,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/BSC/BSC_acc_8_3.txt,.txt,",",0,863,863,4,4,4,1,ts_col0_ns,1,0.010847,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub8/FALLS/BSC/BSC_ori_8_1.txt,.txt,",",0,1977,1977,4,4,4,1,ts_col0_us,1,5.000000,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub29/FALLS/FKL/FKL_acc_29_1.txt,.txt,",",0,928,928,4,4,4,1,ts_col0_ns,1,0.010271,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub29/FALLS/FKL/FKL_acc_29_2.txt,.txt,",",0,906,906,4,4,4,1,ts_col0_ns,1,0.010441,".txt|,|h0|c4|stable1"
FALL,MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main,FALL/MobiAct_Dataset_v2.0-MobiFall_Dataset_v2.0-main/sub29/FALLS/FKL/FKL_ori_29_3.txt,.txt,",",0,1987,1987,4,4,4,1,ts_col0_us,1,4.996000,".txt|,|h0|c4|stable1"
