timestamp,ax,ay,az,gx,gy,gz
1526045795997,0.004,0.001,0.0,-1.2,-0.4,0.2
1526045796036,0.005,0.0,-0.006,-1.6,-0.7,0.3
1526045796056,0.005,0.0,-0.001,-1.5,-0.7,0.5
1526045796060,0.008,0.001,-0.001,-1.2,-0.7,0.5
1526045796076,0.01,-0.001,-0.003,-1.2,-0.8,0.7
1526045796111,0.006,-0.001,0.0,-1.2,-0.7,0.7
1526045796131,0.008,0.0,0.0,-1.0,-0.6,0.6
1526045796135,0.008,0.0,0.0,-1.2,-0.6,0.6
1526045796175,0.006,-0.001,0.0,-1.4,-0.6,0.7
1526045796195,0.011,-0.002,-0.001,-1.0,-0.5,0.8
1526045796199,0.008,-0.001,0.0,-0.7,-0.1,1.0
1526045796238,0.007,0.001,0.0,-0.5,-0.1,0.7
1526045796258,0.004,0.001,0.002,-0.9,-0.4,0.8
1526045796262,0.006,-0.001,0.002,-1.2,-0.5,0.7
1526587260020,0.004,0.023,0.0,1.1,-0.2,1.0
1526587260040,0.007,0.025,-0.004,0.6,0.0,0.7
1526587260060,0.0,0.024,-0.002,0.1,0.3,0.8
1526587260080,0.0,0.022,-0.001,0.0,0.0,0.7
1526587260100,0.01,0.021,-0.013,-0.3,0.1,0.5
1526587260120,0.003,0.019,-0.002,-0.9,0.2,0.5
1526587260140,-0.002,0.015,0.0,-1.2,0.4,0.6
1526587260160,0.0,0.016,0.0,0.0,0.0,0.0
1526587260180,-0.002,0.016,-0.001,0.8,-0.4,0.7
1526587260200,-0.005,0.023,0.001,1.1,-0.1,0.8
1526587260220,-0.001,0.025,-0.002,0.2,0.1,0.7
1526587260240,0.0,0.021,0.007,-1.4,0.0,1.0
1526587260260,0.005,0.011,0.0,-1.4,-0.2,0.9
1526587260280,0.006,0.006,-0.003,-0.1,-0.1,0.8
1526587260300,0.004,0.01,-0.001,1.7,-0.1,0.8
1526587260320,0.007,0.023,0.0,1.8,0.1,0.6
1526587260340,0.001,0.032,0.001,0.9,0.1,0.7
1526587260360,0.005,0.028,-0.001,-0.1,0.3,1.0
1526587260380,0.0,0.024,-0.004,-0.3,0.5,1.1
1526587260400,0.0,0.019,-0.004,-0.1,0.4,1.0
1526587260420,0.0,0.016,-0.003,0.0,0.4,1.1
1526587260440,0.0,0.013,-0.004,-0.1,0.0,1.1
1526587260460,0.0,0.015,-0.003,0.3,-0.4,1.0
1526587260480,0.0,0.015,-0.005,0.2,-0.4,0.7
1526587260500,0.005,0.018,0.0,-0.4,-0.7,0.5
1526587260520,0.001,0.019,-0.002,-0.6,-0.6,0.5
1526587260540,0.0,0.014,-0.005,-0.4,-0.4,0.6
1526587260560,0.0,0.02,-0.002,0.3,-1.5,0.3
1526587260580,0.005,0.023,-0.008,0.1,-1.3,0.2
1526587260600,0.005,0.027,-0.002,-0.2,-0.9,0.3
1526587260620,0.001,0.023,-0.002,-0.2,-0.7,0.5
1526587260640,-0.001,0.021,0.0,-0.1,-0.9,0.5
1526587260660,-0.004,0.025,-0.002,0.1,-1.4,0.5
1526587260680,-0.003,0.027,-0.003,-0.7,-2.3,0.3
1526587260700,0.0,0.022,-0.003,-2.0,-2.1,0.2
1526587260720,0.001,0.021,-0.003,-2.3,-2.4,0.3
1526587260740,-0.002,0.011,0.003,0.0,0.0,0.0
1526587260760,-0.001,0.019,0.002,0.1,0.1,0.8
1526587260780,0.0,0.019,0.004,0.0,0.3,1.3
1526587260800,0.002,0.016,-0.001,0.0,0.3,1.3
1526587260820,-0.002,0.015,-0.005,0.4,0.8,1.0
1526587260840,0.0,0.02,-0.005,0.8,0.9,1.0
1526587260860,0.001,0.021,0.0,-0.1,0.6,0.8
1526587260880,0.003,0.019,-0.003,-0.8,0.1,0.9
1526587260900,0.003,0.019,-0.004,-0.9,-0.1,0.8
1526587260920,0.004,0.018,-0.013,-0.6,-0.2,0.8
1526587260940,0.002,0.023,-0.003,-0.5,0.0,1.0
1526587260960,-0.001,0.024,0.0,-0.8,-0.4,1.0
1526587260980,-0.001,0.021,0.004,-1.2,-0.5,0.7
1526587261000,0.004,0.02,-0.005,-1.7,-0.3,0.5
1526587261020,0.001,0.015,0.0,-1.4,0.1,0.6
1526587261040,-0.002,0.013,0.0,-1.1,0.1,1.0
1526587261060,0.0,0.012,-0.007,0.0,-0.4,0.9
1526587261080,0.0,0.019,-0.003,-0.1,-0.4,0.7
1526587261100,0.002,0.019,-0.018,-1.1,0.0,0.8
1526587261120,0.001,0.019,-0.011,-1.4,0.1,1.1
1526587261140,0.006,0.016,0.004,-1.0,0.1,1.0
1526587261160,0.0,0.023,0.0,-0.4,0.1,0.9
1526587261180,-0.001,0.024,0.003,0.1,0.4,1.0
1526587261200,0.005,0.025,-0.001,-0.5,0.8,0.9
1526587261220,0.007,0.023,-0.001,-0.8,1.1,1.1
1526587261240,0.0,0.018,0.0,-0.8,1.2,1.2
1526587261260,-0.006,0.019,0.004,-0.5,0.9,1.2
1526587261280,-0.002,0.018,0.0,-0.6,0.3,1.0
1526587261300,0.003,0.018,0.0,-0.6,0.4,1.1
1526587261320,0.0,0.014,-0.002,-0.7,0.1,1.2
1526587261340,0.002,0.015,-0.004,-0.9,0.3,1.0
1526587261360,0.006,0.019,-0.004,-0.8,0.6,0.8
1526587261380,0.0,0.019,-0.002,-0.6,0.3,0.9
1526587261400,0.0,0.022,0.005,-0.6,0.3,1.0
1526587261420,-0.001,0.017,0.001,-0.7,0.3,1.2
1526587261440,0.0,0.015,-0.003,0.0,0.1,1.0
1526587261460,0.001,0.018,0.0,0.3,0.2,0.8
1526587261480,0.0,0.021,0.001,-0.4,0.2,0.9
1526587261500,0.002,0.021,-0.001,-1.1,-0.1,0.7
1526587261520,0.001,0.018,-0.004,-0.9,-0.1,0.8
1526587261540,0.004,0.018,-0.012,-0.3,0.0,0.8
1526587261560,0.007,0.026,-0.005,-0.2,0.5,0.8
1526587261580,0.005,0.024,0.005,-0.6,0.4,0.8
1526587261600,0.0,0.021,0.003,-1.0,0.6,0.9
1526587261620,-0.002,0.018,0.004,-1.3,0.2,1.0
1526587261640,0.001,0.016,-0.002,-1.1,0.1,1.0
1526587261660,-0.004,0.013,-0.001,-0.8,0.3,1.3
1526587261680,-0.006,0.009,-0.002,-0.3,0.0,1.3
1526587261700,0.0,0.016,-0.008,0.0,-0.1,1.0
1526587261720,0.003,0.018,-0.001,0.3,0.0,0.9
1526587261740,0.005,0.024,0.0,0.0,0.1,0.8
1526587261760,0.001,0.021,0.003,-0.5,0.0,1.1
1526587261780,0.004,0.016,-0.008,-0.8,-0.1,1.0
1526587261800,0.0,0.012,-0.006,-0.6,0.0,1.0
1526587261820,0.001,0.019,0.002,-0.4,0.0,0.8
1526587261840,0.001,0.021,-0.001,-0.4,0.0,0.6
1526587261860,0.0,0.023,-0.004,-0.7,0.1,0.8
1526587261880,0.002,0.018,-0.001,-0.7,-0.1,0.7
1526587261900,0.0,0.016,0.0,-0.6,0.1,0.8
1526587261920,0.0,0.02,-0.004,-0.4,0.0,1.0
1526587261940,-0.002,0.02,0.002,-0.4,-0.2,0.8
1526587261960,0.001,0.019,-0.002,-0.6,-0.2,0.9
1526587261980,0.004,0.019,0.002,-1.1,-0.2,0.8
1526587262000,0.005,0.013,0.007,-1.0,0.0,1.0
1526587262020,0.002,0.015,0.0,-0.9,-0.2,1.0
1526587262040,0.0,0.014,-0.009,-0.5,-0.1,0.7
1526587262060,0.0,0.02,-0.007,-0.1,-0.1,0.8
1526587262080,0.005,0.02,0.0,-0.4,0.0,0.8
1526587262100,-0.005,0.021,0.006,-0.8,0.0,1.0
1526587262120,-0.002,0.019,-0.001,-0.6,-0.1,1.0
1526587262140,0.001,0.02,-0.005,0.0,-0.2,0.7
1526587262160,-0.001,0.022,-0.003,-0.1,0.0,0.7
1526587262180,-0.004,0.02,-0.001,-0.9,-0.4,0.6
1526587262200,0.002,0.019,-0.001,-1.1,-0.4,0.4
1526587262220,0.003,0.019,-0.003,-0.9,-0.1,0.7
1526587262240,0.003,0.018,0.0,-0.4,-0.1,0.8
1526587262260,0.001,0.017,0.008,-0.5,0.1,0.8
1526587262280,0.0,0.02,0.0,-0.2,0.3,1.0
1526587262300,0.0,0.03,-0.002,0.0,0.9,1.1
1526587262320,-0.003,0.019,0.0,-0.2,1.4,1.2
1526587262340,0.006,0.016,-0.001,-0.6,1.5,1.4
1526587262360,0.001,0.015,0.0,-0.3,1.3,1.4
1526587262380,0.0,0.012,-0.001,-0.5,0.9,1.4
1526587262400,-0.003,0.015,-0.003,0.0,0.4,1.1
1526587262420,0.0,0.017,-0.008,0.1,0.0,0.8
1526587262440,0.001,0.019,-0.008,-0.1,0.0,0.7
1526587262460,0.001,0.02,-0.002,-0.6,-0.2,0.6
1526587262480,-0.002,0.019,0.0,-0.9,-0.6,0.6
1526587262500,-0.001,0.018,-0.003,-0.9,-0.6,0.5
1526587262520,0.006,0.019,-0.001,-0.8,-0.4,0.7
1526587262540,0.009,0.019,0.008,-1.2,0.4,0.7
1526587262560,-0.003,0.019,0.011,-0.2,1.6,1.1
1526587262580,-0.001,0.013,0.002,-0.2,1.8,1.2
1526587262600,0.004,0.024,-0.008,0.0,1.0,1.3
1526587262620,0.002,0.022,0.0,-0.5,0.8,1.3
1526587262640,0.0,0.018,-0.004,-1.0,0.4,1.4
1526587262660,0.0,0.017,-0.004,-0.9,0.0,1.0
1526587262680,-0.001,0.017,-0.004,-1.0,-0.1,0.9
1526587262700,0.001,0.013,-0.003,-1.7,-0.2,0.7
1526587262720,0.0,0.007,0.001,-1.2,-0.3,0.7
1526587262740,-0.005,0.01,0.004,0.3,-0.4,1.0
1526587262760,0.0,0.012,0.0,0.9,0.3,0.8
1526587262780,0.005,0.026,0.005,0.9,0.6,1.0
1526587262800,0.014,0.02,-0.001,0.1,1.1,1.1
1526587262820,0.003,0.023,0.0,0.3,1.2,1.3
1526587262840,0.0,0.023,0.0,0.5,1.0,1.3
1526587262860,0.0,0.021,-0.006,-0.4,0.6,0.9
1526587262880,0.002,0.017,-0.004,-1.5,0.3,0.8
1526587262900,-0.004,0.013,-0.003,-1.2,0.1,0.8
1526587262920,-0.005,0.011,-0.003,-0.1,-0.2,0.7
1526587262940,0.003,0.019,-0.001,0.0,0.0,0.0
1526587262960,0.002,0.025,0.005,0.4,0.0,0.5
1526587262980,0.0,0.026,0.002,-0.4,-0.2,1.0
1526587263000,0.0,0.023,0.001,-0.8,0.0,1.1
1526587263020,0.002,0.017,0.001,-0.3,0.0,1.1
1526587263040,0.003,0.015,-0.002,0.0,0.0,1.2
1526587263060,-0.002,0.01,-0.002,0.0,-0.1,1.1
1526587263080,0.002,0.014,-0.008,0.8,-0.1,1.1
1526587263100,0.003,0.022,-0.008,1.1,-0.2,0.9
1526587263120,0.0,0.023,0.007,0.4,-0.1,0.9
1526587263140,-0.001,0.023,0.001,-0.1,-0.4,0.8
1526587263160,-0.001,0.018,-0.001,-0.2,-0.4,1.1
1526587263180,0.0,0.015,-0.001,0.0,-0.7,1.1
1526587263200,0.0,0.017,-0.003,0.0,-0.6,0.9
1526587263220,0.003,0.022,-0.007,0.3,-0.1,0.8
1526587263240,0.003,0.022,0.001,0.2,-0.2,0.8
1526587263260,0.0,0.025,0.0,-0.2,-0.2,0.9
1526587263280,0.002,0.021,-0.002,-0.2,-0.3,1.1
1526587263300,0.002,0.019,-0.004,-0.3,-0.1,1.0
1526587263320,0.001,0.016,0.005,-0.4,0.1,1.3
1526587263340,0.002,0.012,-0.002,-0.6,-0.1,1.2
1526587263360,0.0,0.01,0.001,-0.2,-0.1,0.9
1526587263380,-0.001,0.017,-0.006,0.1,-0.2,0.6
1526587263400,0.004,0.019,-0.002,0.4,0.0,0.5
1526587263420,0.0,0.023,0.0,0.6,0.0,0.8
1526587263440,-0.003,0.021,0.001,0.8,0.0,0.8
1526587263460,-0.005,0.024,-0.001,0.8,0.4,0.8
1526587263480,-0.006,0.024,0.005,-0.6,0.3,0.8
1526587263500,-0.001,0.019,0.004,-2.0,-0.3,0.8
1526587263520,0.001,0.012,-0.001,-1.2,-0.4,0.8
1526587263540,0.002,0.013,0.0,0.1,-0.5,0.7
1526587263560,0.003,0.021,-0.005,0.6,-0.4,0.7
1526587263580,0.002,0.026,0.003,0.0,-0.1,0.6
1526587263600,0.002,0.024,0.002,-0.1,-0.4,0.7
1526587263620,0.0,0.023,-0.003,-0.2,-0.1,0.8
1526587263640,-0.003,0.018,-0.001,-0.1,0.0,1.0
1526587263660,-0.002,0.016,-0.004,-0.6,0.0,0.9
1526587263680,0.0,0.013,-0.004,-1.1,0.0,0.9
1526587263700,-0.001,0.014,-0.003,-0.3,-0.1,0.7
1526587263720,0.0,0.012,0.002,0.4,-0.4,0.5
1526587263740,0.007,0.021,-0.001,0.0,-0.5,0.3
1526587263760,0.001,0.021,-0.006,0.0,0.0,0.6
1526587263780,-0.006,0.019,0.002,0.4,-0.1,0.7
1526587263800,-0.001,0.022,-0.005,0.4,-0.2,0.7
1526587263820,0.006,0.029,-0.006,0.1,0.1,0.5
1526587263840,0.003,0.026,-0.003,-0.6,0.4,0.8
1526587263860,-0.003,0.022,0.0,-1.1,0.4,1.0
1526587263880,0.0,0.018,-0.004,-0.7,0.1,0.9
1526587263900,0.001,0.016,-0.004,-0.1,0.1,0.7
1526587263920,-0.003,0.019,0.0,-0.1,-0.1,0.9
1526587263940,-0.004,0.02,-0.003,-0.7,-0.4,0.9
1526587263960,0.001,0.015,-0.009,-0.8,0.0,0.7
1526587263980,0.003,0.013,-0.004,0.0,0.1,0.6
1526587264000,0.001,0.017,0.003,0.1,0.1,0.8
1526587264020,0.002,0.023,-0.005,-0.2,-0.1,0.7
1526587264040,0.003,0.021,0.0,-0.9,0.1,1.1
1526587264060,0.0,0.015,0.0,-0.1,0.3,1.0
1526587264080,-0.008,0.019,0.001,0.6,0.1,1.1
1526587264100,0.0,0.026,-0.002,0.0,-0.2,0.7
1526587264120,0.003,0.022,-0.005,-1.2,-0.4,0.6
1526587264140,0.003,0.014,-0.007,-1.0,-0.6,0.7
1526587264160,0.007,0.018,-0.007,-0.7,0.0,0.7
1526587264180,0.0,0.023,0.002,0.0,0.3,1.0
1526587264200,-0.004,0.025,0.006,-0.7,-0.2,1.1
1526587264220,0.002,0.019,0.0,-1.5,0.0,1.1
1526587264240,0.002,0.012,-0.01,-1.3,0.0,1.1
1526587264260,0.003,0.012,-0.002,-0.1,0.2,1.3
1526587264280,0.002,0.017,-0.002,-0.4,0.1,1.1
1526587264300,0.0,0.018,-0.001,-0.2,0.2,1.0
1526587264320,0.004,0.018,0.0,0.0,0.0,1.0
1526587264340,0.0,0.018,-0.005,0.0,-0.1,1.0
1526587264360,0.003,0.019,-0.004,0.0,-0.1,0.9
1526587264380,0.005,0.022,0.0,-0.3,0.0,0.8
1526587264400,0.004,0.02,0.002,-0.5,0.2,0.9
1526587264420,0.0,0.021,0.006,-0.7,0.3,1.0
1526587264440,-0.001,0.02,0.002,-0.6,-0.1,1.1
1526587264460,-0.001,0.017,-0.004,-0.8,0.5,0.9
1526587264480,0.003,0.017,0.0,-0.9,0.5,0.9
1526587264500,0.0,0.017,0.0,-1.0,0.4,0.9
1526587264520,-0.001,0.018,-0.005,-0.2,0.1,0.8
1526587264540,0.002,0.02,-0.004,-0.2,0.0,1.0
1526587264560,0.005,0.018,0.001,-0.6,0.1,1.0
1526587264580,0.001,0.019,-0.001,-1.0,0.3,1.2
1526587264600,0.0,0.016,-0.002,-1.2,0.4,1.0
1526587264620,-0.002,0.017,-0.006,-0.9,0.4,1.0
1526587264640,-0.002,0.02,0.0,-0.1,0.5,1.0
1526587264660,-0.002,0.021,0.001,0.0,0.2,1.0
1526587264680,-0.001,0.02,-0.001,-0.4,-0.1,0.9
1526587264700,0.004,0.018,-0.001,-0.2,-0.2,0.9
1526587264720,0.002,0.019,0.002,0.2,-0.1,0.8
1526587264740,0.002,0.02,0.002,-0.7,-0.1,0.7
1526587264760,0.004,0.02,-0.001,-1.6,-0.1,0.8
1526587264780,0.0,0.018,-0.005,-1.7,-0.1,0.9
1526587264800,0.0,0.012,-0.006,-0.7,0.0,1.0
1526587264820,0.001,0.015,0.0,0.0,0.0,0.8
1526587264840,0.002,0.019,0.001,0.0,0.0,0.7
1526587264860,0.0,0.024,0.0,-0.6,0.0,0.8
1526587264880,0.004,0.023,-0.004,-1.3,0.1,0.8
1526587264900,0.004,0.021,-0.003,-1.8,0.1,1.1
1526587264920,-0.001,0.014,0.004,-1.6,0.3,1.3
1526587264940,-0.005,0.013,0.001,-1.0,0.0,1.2
1526587264960,-0.002,0.008,-0.005,-0.4,-0.1,0.8
1526587264980,0.003,0.018,-0.009,0.2,0.0,0.5
1526587265000,0.004,0.023,0.002,0.0,0.3,0.6
1526587265020,0.002,0.02,0.0,-0.6,0.1,1.0
1526587265040,0.002,0.015,0.0,-0.7,0.0,1.1
1526587265060,-0.001,0.015,-0.002,-0.4,0.0,1.0
1526587265080,-0.004,0.016,-0.005,-0.1,-0.1,1.0
1526587265100,0.006,0.021,-0.003,-0.4,0.1,0.7
1526587265120,0.002,0.026,0.002,-0.7,0.3,0.7
1526587265140,0.0,0.021,0.006,-1.0,0.0,0.8
1526587265160,-0.003,0.016,0.001,-0.9,-0.1,1.1
1526587265180,-0.002,0.018,-0.006,-0.7,-0.2,0.8
1526587265200,0.002,0.015,-0.007,-0.7,0.0,0.7
1526587265220,0.003,0.016,0.0,-0.6,0.1,0.9
1526587265240,0.0,0.019,0.004,-0.9,0.3,1.0
1526587265260,0.005,0.02,-0.002,-1.0,0.0,0.8
1526587265280,0.003,0.02,-0.001,-1.2,0.0,1.1
1526587265300,-0.005,0.013,-0.001,-1.0,0.0,1.1
1526587265320,0.0,0.013,-0.007,-0.8,0.1,0.8
1526587265340,0.001,0.019,-0.004,-0.3,0.2,0.8
1526587265360,0.0,0.019,0.009,-0.2,-0.2,0.8
1526587265380,0.001,0.022,0.0,-0.9,-0.2,0.8
1526587265400,0.002,0.019,-0.007,-0.8,-0.2,0.8
1526587265420,0.0,0.02,0.0,-0.2,0.0,0.9
1526587265440,-0.002,0.02,0.005,-0.9,0.0,0.8
1526587265460,0.002,0.016,0.0,-2.1,-0.1,0.5
1526587265480,0.004,0.008,-0.002,-1.2,0.0,0.5
1526587265500,0.003,0.01,-0.002,-0.1,0.0,0.8
1526587265520,0.004,0.02,-0.001,0.6,0.1,1.0
1526587265540,0.003,0.028,0.0,0.5,0.3,0.9
1526587265560,0.004,0.029,0.003,-0.2,0.4,1.3
1526587265580,0.0,0.025,0.0,-1.4,0.6,1.3
1526587265600,0.0,0.015,0.0,-1.2,0.6,1.3
1526587265620,0.0,0.008,0.002,-0.7,0.2,1.0
1526587265640,0.0,0.016,0.0,0.0,0.0,1.0
1526587265660,0.0,0.014,0.0,-0.2,-0.3,0.8
1526587265680,0.0,0.016,-0.002,0.3,-0.1,0.8
1526587265700,0.002,0.02,-0.002,0.9,0.0,0.5
1526587265720,0.003,0.024,-0.004,0.1,0.0,0.8
1526587265740,0.0,0.021,0.001,-0.7,0.0,0.8
1526587265760,-0.004,0.017,0.0,-0.6,-0.1,1.0
1526587265780,0.0,0.016,-0.002,-0.2,-0.1,0.8
1526587265800,0.004,0.019,-0.002,0.0,-0.2,0.5
1526587265820,0.003,0.024,-0.002,-0.4,-0.6,0.5
1526587265840,-0.001,0.023,0.0,-0.4,-0.7,0.9
1526587265860,-0.001,0.019,-0.01,-0.4,-0.7,1.0
1526587265880,0.005,0.019,-0.009,-0.2,-0.5,0.8
1526587265900,0.003,0.017,0.0,-0.4,-0.2,0.8
1526587265920,-0.001,0.017,0.004,-0.4,-0.2,1.0
1526587265940,0.003,0.017,-0.006,-0.4,-0.1,0.8
1526587265960,0.006,0.015,-0.003,-0.6,0.0,0.9
1526587265980,0.003,0.012,-0.001,-0.6,0.4,1.1
1526587266000,-0.002,0.013,-0.003,0.1,0.5,1.1
1526587266020,0.0,0.018,-0.004,0.5,0.4,0.8
1526587266040,0.002,0.019,-0.003,0.4,0.1,0.9
1526587266060,0.002,0.021,-0.001,0.1,-0.2,1.1
1526587266080,-0.002,0.018,-0.007,0.8,-0.1,1.1
1526587266100,-0.002,0.028,-0.004,0.6,0.1,0.8
1526587266120,-0.003,0.022,0.011,-0.6,-0.2,0.7
1526587266140,-0.002,0.02,0.002,-1.8,-0.8,0.7
1526587266160,0.005,0.013,-0.007,-1.4,-0.9,0.4
1526587266180,0.005,0.012,-0.005,-0.2,-0.4,0.5
1526587266200,0.005,0.02,-0.003,0.4,-0.2,0.6
1526587266220,0.003,0.026,0.003,0.1,-0.1,0.5
1526587266240,0.001,0.026,0.002,-0.3,-0.2,0.6
1526587266260,-0.001,0.028,0.0,-0.8,0.0,0.7
1526587266280,0.0,0.019,0.003,-1.1,-0.1,0.7
1526587266300,-0.002,0.019,-0.003,-1.4,0.0,0.8
1526587266320,0.004,0.014,-0.003,-1.6,-0.3,0.9
1526587266340,0.003,0.012,0.001,-0.9,-0.2,1.0
1526587266360,0.001,0.012,0.003,0.3,-0.7,0.3
1526587266380,-0.001,0.016,-0.005,0.5,-1.0,0.3
1526587266400,0.005,0.02,0.0,0.3,-0.5,0.4
1526587266420,-0.002,0.026,0.002,0.2,-0.3,0.7
1526587266440,0.0,0.027,-0.005,-0.1,-0.3,0.5
1526587266460,0.003,0.026,0.0,-0.6,-0.2,0.6
1526587266480,0.0,0.02,0.0,-0.9,-0.3,0.8
1526587266500,-0.003,0.018,-0.005,-0.8,-0.6,0.8
1526587266520,0.0,0.02,0.0,-0.2,-0.6,0.5
1526587266540,0.002,0.019,-0.001,0.0,-0.3,0.5
1526587266560,-0.003,0.023,0.0,-0.6,-0.2,0.8
1526587266580,-0.003,0.022,0.0,-1.3,-0.1,1.1
1526587266600,0.0,0.016,-0.005,-1.0,0.0,1.0
1526587266620,0.003,0.01,-0.003,-0.6,0.1,1.0
1526587266640,-0.003,0.013,-0.002,0.1,0.0,0.9
1526587266660,-0.005,0.014,0.001,0.4,0.0,0.9
1526587266680,0.001,0.023,-0.007,0.8,0.0,0.7
1526587266700,0.008,0.03,-0.006,0.3,0.7,0.7
1526587266720,0.003,0.028,0.009,-1.3,0.9,0.8
1526587266740,-0.001,0.019,0.007,-2.4,0.1,1.3
1526587266760,0.0,0.007,-0.008,-1.5,-0.5,1.0
1526587266780,0.009,0.01,-0.015,0.0,0.0,0.7
1526587266800,0.002,0.02,-0.004,0.9,0.7,0.7
1526587266820,-0.003,0.032,0.005,-0.3,0.1,1.0
1526587266840,0.002,0.024,-0.001,-0.9,0.0,1.1
1526587266860,-0.002,0.01,-0.005,-1.5,0.1,1.1
1526587266880,-0.003,0.012,-0.004,-1.0,0.3,1.1
1526587266900,0.004,0.012,-0.008,-0.8,0.3,0.8
1526587266920,0.0,0.014,0.002,-0.1,0.3,1.1
1526587266940,-0.005,0.019,0.0,0.1,0.0,1.0
1526587266960,0.0,0.021,-0.006,0.0,-0.3,1.0
1526587266980,0.003,0.02,-0.003,-0.6,0.1,1.0
1526587267000,0.001,0.018,-0.002,-0.7,0.3,1.1
1526587267020,-0.009,0.014,0.003,-0.1,0.2,1.1
1526587267040,0.0,0.02,-0.006,-0.2,0.0,0.9
1526587267060,0.003,0.023,-0.002,-0.4,0.3,0.8
1526587267080,0.0,0.02,0.01,-0.1,0.0,0.9
1526587267100,-0.005,0.026,0.006,-0.9,-0.5,0.5
1526587267120,-0.008,0.029,0.002,-0.9,-1.3,0.3
1526587267140,-0.009,0.034,0.0,-1.6,-1.6,-0.4
1526587267160,-0.021,0.037,0.014,-3.3,-2.4,-0.7
1526587267180,-0.05,0.046,0.044,-5.2,-5.4,-0.8
1526587267200,-0.12,0.091,0.117,-12.6,-15.8,0.0
1526587267220,-0.049,0.094,0.057,-18.5,-20.1,2.1
1526587267240,-0.088,0.08,0.005,-21.0,-20.7,8.8
1526587267260,-0.081,0.066,0.0,-21.3,-20.3,10.5
1526587267280,-0.116,0.023,0.022,-20.2,-19.0,11.0
1526587267300,-0.2,-0.046,0.103,-18.7,-21.1,5.2
1526587267320,-0.196,-0.032,0.097,-5.3,-30.2,3.3
1526587267340,-0.157,-0.035,0.048,9.2,-35.9,0.9
1526587267360,-0.169,0.002,0.091,26.1,-40.6,-1.0
1526587267380,-0.187,0.068,0.1,39.8,-49.0,1.5
1526587267400,-0.222,0.114,0.098,30.5,-51.6,-0.3
1526587267420,-0.199,0.187,0.098,1.4,-50.2,-1.3
1526587267440,-0.253,0.17,0.136,-18.9,-53.2,3.8
1526587267460,-0.287,0.139,0.187,-31.7,-61.8,11.5
1526587267480,-0.417,0.087,0.277,-30.7,-74.5,18.3
1526587267500,-0.571,-0.013,0.367,-4.1,-97.1,26.9
1526587267520,-0.691,0.056,0.465,32.3,-131.9,36.4
1526587267540,-0.827,0.128,0.497,64.2,-173.2,53.1
1526587267560,-0.896,0.388,0.61,71.8,-222.4,75.3
1526587267580,-1.035,0.469,0.626,61.0,-275.1,106.3
1526587267600,-1.134,0.518,0.553,55.1,-323.7,139.5
1526587267620,-1.274,0.485,0.457,67.5,-363.7,183.6
1526587267640,-1.345,0.408,0.294,96.1,-397.0,232.9
1526587267660,-1.311,0.605,0.153,90.1,-405.0,283.0
1526587267680,-1.229,0.59,0.174,72.8,-395.9,334.7
1526587267700,-1.156,0.591,0.304,82.0,-378.5,366.9
1526587267720,-1.159,0.319,0.093,154.3,-352.6,388.3
1526587267740,-1.211,-0.193,-0.287,318.2,-311.3,415.5
1526587267760,-1.417,0.297,0.13,293.6,-239.0,408.2
1526587267780,-1.887,-0.383,0.008,55.5,-203.7,388.2
1526587267800,-1.678,-0.858,-0.504,-13.9,-203.6,312.2
1526587267820,-0.819,-0.127,-1.232,-11.4,-180.8,194.8
1526587267840,-0.298,0.519,-1.656,-41.0,-137.4,178.6
1526587267860,-0.68,1.303,-2.046,-11.8,-96.6,200.2
1526587267880,-15.191,-15.057,-4.197,-545.2,-85.4,-1275.2
1526587267900,-3.068,8.127,4.166,309.8,52.0,-181.9
1526587267920,0.767,-1.063,-0.281,-210.7,-21.0,-359.6
1526587267940,-1.601,-1.641,0.798,-53.5,-137.4,-293.8
1526587267960,-0.237,3.263,1.19,-180.7,-95.5,-140.2
1526587267980,-0.181,1.232,0.276,-220.6,-96.5,43.3
1526587268000,-0.287,-2.448,-0.709,-80.8,-13.7,-120.1
1526587268020,0.174,1.052,-0.624,-29.6,30.8,-164.1
1526587268040,0.75,2.907,0.028,-108.7,45.1,-53.6
1526587268060,-0.285,1.103,-0.319,-167.3,58.4,88.0
1526587268080,-0.088,-1.424,-0.391,-148.8,58.8,135.5
1526587268100,-0.503,-0.916,0.241,-9.2,39.8,64.4
1526587268120,0.302,-0.034,0.423,90.9,-4.5,29.7
1526587268140,-0.235,0.283,0.832,79.7,-42.4,21.8
1526587268160,-0.411,-0.065,0.81,51.7,-101.9,26.9
1526587268180,-0.062,-0.013,0.366,-17.1,-147.3,37.3
1526587268200,0.18,-1.141,-0.962,-162.6,-128.1,2.8
1526587268220,0.196,0.442,-0.737,-125.3,-61.0,-27.0
1526587268240,0.039,0.04,-0.559,-25.8,2.2,-7.0
1526587268260,0.116,0.134,-0.005,90.6,5.6,28.5
1526587268280,0.044,-0.031,0.085,50.0,-5.2,44.6
1526587268300,0.119,0.082,-0.033,16.4,16.2,45.2
1526587268320,0.065,0.136,-0.097,-2.3,31.2,33.5
1526587268340,-0.099,0.062,-0.015,-6.8,36.8,22.1
1526587268360,-0.11,-0.064,0.069,16.7,29.3,10.7
1526587268380,-0.001,0.108,-0.146,-16.3,24.5,-4.1
1526587268400,-0.012,0.174,-0.113,-51.6,27.5,0.7
