year	month	day	hour	minute	second	w	x	y	z	droll	dpitch	dyaw	ax	ay	az	heart
2018	5	11	13	17	7.296	-0.8312	0.4879	0.1733	-0.2022	-1.3	0	1	0.017	0.016	0.003	1023
2018	5	11	13	17	7.317	-0.8312	0.4879	0.1735	-0.2021	-1.5	0	1.1	0.016	0.016	0.003	0
2018	5	11	13	17	7.336	-0.831	0.4881	0.1734	-0.2021	-1.5	0.1	1	0.017	0.012	0.002	0
2018	5	11	13	17	7.355	-0.831	0.4883	0.1734	-0.2021	-1.2	0	1.1	0.018	0.008	-0.004	0
2018	5	11	13	17	7.375	-0.8309	0.4883	0.1736	-0.2021	-0.9	0	1	0.016	0.01	0.004	0
2018	5	11	13	17	7.394	-0.8309	0.4883	0.1736	-0.202	-0.7	-0.1	1	0.015	0.014	0.008	0
2018	5	11	13	17	7.416	-0.8309	0.4884	0.1737	-0.2019	-0.9	0	1.1	0.015	0.012	0.001	0
2018	5	11	13	17	7.453	-0.8308	0.4884	0.1737	-0.202	-0.3	0.1	1.1	0.017	0.011	0	0
2018	5	11	13	17	7.456	-0.8309	0.4883	0.1738	-0.202	-0.3	0.3	0.8	0.02	0.019	0.001	0
2018	5	11	13	17	7.474	-0.8309	0.4883	0.1737	-0.2022	-1.6	0	1	0.018	0.026	0.008	0
2018	5	11	13	17	7.493	-0.8307	0.4886	0.1736	-0.2021	-2.4	-0.2	1.2	0.014	0.014	0.007	0
2018	5	11	13	17	7.53	-0.8306	0.4889	0.1736	-0.202	-2	-0.1	1	0.011	0.005	-0.002	0
2018	5	11	13	17	7.549	-0.8304	0.4892	0.1736	-0.202	-0.7	0.2	0.8	0.017	0.005	-0.001	0
2018	5	11	13	17	7.552	-0.8303	0.4894	0.1735	-0.2022	0	0.4	0.7	0.021	0.011	0	0
2018	5	11	13	17	7.571	-0.8303	0.4893	0.1734	-0.2023	0	0.2	0.9	0.021	0.016	0.008	0
2018	5	11	13	17	7.591	-0.8304	0.4892	0.1734	-0.2024	-0.6	0	0.9	0.021	0.019	0.007	0
2018	5	11	13	17	7.627	-0.8304	0.4892	0.1733	-0.2024	-1.3	0	1.1	0.017	0.017	0.008	0
2018	5	11	13	17	7.65	-0.8303	0.4893	0.1733	-0.2024	-1.6	-0.2	1.1	0.017	0.015	0.004	0
2018	5	11	13	17	7.654	-0.8302	0.4895	0.1733	-0.2024	-1.3	0	1.2	0.017	0.008	-0.001	0
2018	5	11	13	17	7.694	-0.8301	0.4896	0.1733	-0.2024	-0.6	0.2	1	0.018	0.007	0.005	0
2018	5	11	13	17	7.715	-0.8302	0.4894	0.1735	-0.2024	-0.4	0.1	0.9	0.015	0.013	0.003	0
2018	5	11	13	17	7.719	-0.8302	0.4894	0.1736	-0.2023	-0.4	0	1	0.017	0.015	0.003	0
2018	5	11	13	17	7.74	-0.8302	0.4893	0.1737	-0.2023	-0.5	0.3	0.9	0.018	0.016	0.007	0
2018	5	11	13	17	7.76	-0.8302	0.4894	0.1736	-0.2024	-0.8	0.3	1	0.016	0.018	0.002	0
2018	5	11	13	17	7.775	-0.8302	0.4893	0.1738	-0.2024	-0.7	0.1	1	0.015	0.01	0.007	0
2018	5	11	13	17	7.795	-0.8302	0.4893	0.1739	-0.2024	-0.3	0.1	0.9	0.016	0.009	0.004	0
2018	5	11	13	17	7.814	-0.8302	0.4893	0.1739	-0.2024	-0.1	0.3	1	0.017	0.01	0	0
2018	5	11	13	17	7.836	-0.8301	0.4894	0.1738	-0.2025	0	0.3	0.8	0.02	0.013	0.004	0
2018	5	11	13	17	7.855	-0.8302	0.4892	0.1738	-0.2026	-0.2	0.4	1	0.018	0.016	0.007	0
2018	5	11	13	17	7.895	-0.8302	0.4892	0.1738	-0.2027	-0.8	0.1	1	0.019	0.013	0.008	0
2018	5	11	13	17	7.916	-0.8302	0.4892	0.1739	-0.2026	-1	0.1	1	0.017	0.015	0.008	0
2018	5	11	13	17	7.92	-0.8301	0.4893	0.1738	-0.2027	-1	0.3	1.1	0.018	0.016	0.004	0
2018	5	11	13	17	7.939	-0.83	0.4896	0.1736	-0.2029	-1	0.1	1	0.014	0.015	0.003	0
2018	5	11	13	17	7.957	-0.8299	0.4898	0.1736	-0.2028	-0.8	0.3	1.1	0.015	0.009	0.001	0
2018	5	11	13	17	7.976	-0.8298	0.4898	0.1736	-0.2029	-0.7	0.1	1	0.014	0.008	0.001	0
2018	5	11	13	17	7.995	-0.8298	0.4898	0.1736	-0.203	-0.6	0.3	1	0.017	0.016	0.003	0
2018	5	11	13	17	8.012	-0.8299	0.4897	0.1737	-0.2029	-0.7	0.3	0.9	0.017	0.013	0.006	0
2018	5	11	13	17	8.038	-0.8298	0.4897	0.1737	-0.203	-0.6	0	1	0.016	0.007	0.007	0
2018	5	11	13	17	8.057	-0.8298	0.4898	0.1736	-0.2031	-0.5	0.2	0.9	0.015	0.01	0.005	0
2018	5	11	13	17	8.077	-0.8298	0.4897	0.1736	-0.2031	-0.1	0	0.9	0.014	0.013	0.005	0
2018	5	11	13	17	8.116	-0.8299	0.4896	0.1737	-0.2031	-0.1	0.2	1	0.015	0.014	0.001	0
2018	5	11	13	17	8.135	-0.8299	0.4895	0.1738	-0.2031	-0.2	0.2	1	0.016	0.017	0.002	0
2018	5	11	13	17	8.139	-0.8299	0.4894	0.1738	-0.2032	-0.5	0.2	0.9	0.018	0.012	0.006	0
2018	5	11	13	17	8.159	-0.83	0.4893	0.1739	-0.2032	-0.7	0.1	1	0.02	0.014	0.005	0
2018	5	11	13	17	8.178	-0.83	0.4892	0.1741	-0.2031	-1.2	0.1	1	0.02	0.01	0.003	0
2018	5	11	13	17	8.197	-0.83	0.4893	0.1742	-0.2031	-0.6	0.1	1.1	0.015	0.01	0.004	1023
2018	5	11	13	17	8.218	-0.8299	0.4895	0.174	-0.2033	-0.5	0.1	0.9	0.017	0.011	0.006	1023
2018	5	11	13	17	8.257	-0.8299	0.4894	0.174	-0.2033	-0.4	0.1	1	0.015	0.014	0.003	1023
2018	5	11	13	17	8.276	-0.8299	0.4894	0.1741	-0.2033	-0.9	0.2	1	0.018	0.013	0.004	1023
2018	5	11	13	17	8.279	-0.8299	0.4894	0.1741	-0.2033	-0.6	0.3	1	0.017	0.017	0.006	1023
2018	5	11	13	17	8.298	-0.8298	0.4894	0.1741	-0.2034	-0.9	0.3	1	0.014	0.011	0.007	1023
2018	5	11	13	17	8.318	-0.8297	0.4896	0.174	-0.2035	-0.9	0.3	1.1	0.016	0.01	-0.001	1023
2018	5	11	13	17	8.341	-0.8297	0.4897	0.1741	-0.2035	-0.7	0.3	1	0.016	0.007	0.002	1023
2018	5	11	13	17	8.36	-0.8296	0.4898	0.174	-0.2036	-0.2	0.2	0.9	0.018	0.01	0.003	1023
2018	5	11	13	17	8.38	-0.8296	0.4897	0.174	-0.2036	-0.1	0.2	1	0.016	0.015	0.006	1023
2018	5	11	13	17	8.4	-0.8297	0.4895	0.1742	-0.2037	-0.1	0.2	0.8	0.014	0.016	0.006	1023
2018	5	11	13	17	8.441	-0.8297	0.4894	0.1743	-0.2037	-0.6	0.3	0.8	0.018	0.017	0.005	1023
2018	5	11	13	17	8.461	-0.8297	0.4894	0.1743	-0.2037	-0.9	0	1.1	0.02	0.014	0.005	1023
2018	5	11	13	17	8.466	-0.8296	0.4896	0.1742	-0.2038	-1.2	0.1	1	0.014	0.01	0	1023
2018	5	11	13	17	8.485	-0.8295	0.4898	0.1742	-0.2037	-1	0	1	0.018	0.006	0.003	1023
2018	5	11	13	17	8.504	-0.8295	0.4898	0.1743	-0.2037	-0.2	0	0.8	0.016	0.008	0.002	1023
2018	5	11	13	17	8.522	-0.8295	0.4898	0.1743	-0.2037	0	0.2	0.9	0.014	0.013	0.005	1023
2018	5	11	13	17	8.541	-0.8296	0.4896	0.1744	-0.2037	0	0.2	1	0.017	0.012	0.006	0
2018	5	11	13	17	8.561	-0.8296	0.4894	0.1745	-0.2038	0.3	0.5	1	0.016	0.014	0.002	0
2018	5	11	13	17	8.601	-0.8296	0.4895	0.1743	-0.204	-0.4	0.5	0.7	0.021	0.024	0.01	0
2018	5	11	13	17	8.62	-0.8296	0.4895	0.1743	-0.2041	-2	0	0.8	0.02	0.026	0.014	0
2018	5	11	13	17	8.625	-0.8294	0.4899	0.1741	-0.2042	-2.4	-0.1	1.3	0.016	0.011	0.009	0
2018	5	11	13	17	8.643	-0.8291	0.4904	0.1739	-0.2041	-1.5	0	1	0.011	0	-0.002	0
2018	5	11	13	17	8.664	-0.829	0.4906	0.174	-0.2042	-0.1	0.3	0.7	0.013	0	-0.002	0
2018	5	11	13	17	8.684	-0.829	0.4905	0.174	-0.2043	0.6	0.5	0.7	0.019	0.014	0.003	0
2018	5	11	13	17	8.703	-0.8291	0.4902	0.1741	-0.2043	0.5	0.3	0.8	0.021	0.019	0.008	0
2018	5	11	13	17	8.722	-0.8293	0.4899	0.1742	-0.2044	-0.1	0.1	1	0.018	0.022	0.009	0
2018	5	11	13	17	8.743	-0.8293	0.4899	0.1741	-0.2044	-0.9	-0.1	1.1	0.016	0.016	0.002	0
2018	5	11	13	17	8.763	-0.8292	0.49	0.1741	-0.2044	-1.3	-0.1	1.2	0.013	0.011	0	0
2018	5	11	13	17	8.801	-0.8292	0.4901	0.1741	-0.2044	-0.7	0	1.1	0.016	0.005	-0.003	0
2018	5	11	13	17	8.821	-0.8291	0.4901	0.1743	-0.2043	-0.1	0.3	0.9	0.015	0.007	0.009	0
2018	5	11	13	17	8.826	-0.8292	0.49	0.1745	-0.2043	-0.2	0.2	1	0.014	0.017	0.003	0
2018	5	11	13	17	8.845	-0.8292	0.49	0.1744	-0.2044	-0.5	0.1	1.1	0.013	0.02	0.003	0
2018	5	11	13	17	8.865	-0.8293	0.4898	0.1747	-0.2043	-0.5	0.1	0.9	0.017	0.016	0.004	0
2018	5	11	13	17	8.903	-0.8293	0.4897	0.1748	-0.2043	-0.8	0.3	1	0.019	0.016	0.005	0
2018	5	11	13	17	8.925	-0.8292	0.4898	0.1747	-0.2044	-1	0.1	1	0.018	0.015	0.004	0
2018	5	11	13	17	8.93	-0.8292	0.4899	0.1747	-0.2044	-0.9	0.1	1	0.013	0.009	0.004	0
2018	5	11	13	17	8.944	-0.8291	0.49	0.1746	-0.2045	-0.2	0.3	0.9	0.015	0.008	0	0
2018	5	11	13	17	8.983	-0.8291	0.49	0.1746	-0.2046	0.1	0.3	0.8	0.019	0.012	0.009	0
2018	5	11	13	17	9.002	-0.8291	0.4899	0.1744	-0.2048	0	0.4	0.8	0.021	0.017	0.008	0
2018	5	11	13	17	9.008	-0.8291	0.49	0.1744	-0.2049	-0.6	0.2	0.8	0.017	0.022	0.005	0
2018	5	11	13	17	9.025	-0.829	0.4901	0.1743	-0.205	-1.3	0.1	0.8	0.017	0.021	0.006	0
2018	5	11	13	17	9.064	-0.8289	0.4902	0.1744	-0.2049	-1.7	0.1	1	0.021	0.014	0.004	0
2018	5	11	13	17	9.068	-0.8289	0.4903	0.1746	-0.2048	-1.4	0	1	0.019	0.007	0	0
2018	5	11	13	17	9.084	-0.8288	0.4904	0.1746	-0.2048	-0.7	-0.1	1	0.016	0.003	0	0
2018	5	11	13	17	9.124	-0.8287	0.4905	0.1747	-0.2048	-0.2	0.3	0.9	0.017	0.008	0.001	0
2018	5	11	13	17	9.144	-0.8288	0.4904	0.1747	-0.2049	-0.1	0.3	1	0.014	0.016	0.004	0
2018	5	11	13	17	9.149	-0.8288	0.4904	0.1746	-0.205	-0.2	0	1	0.013	0.019	0.006	0
2018	5	11	13	17	9.164	-0.8288	0.4903	0.1747	-0.2049	-0.8	0	1.1	0.015	0.018	0.005	0
2018	5	11	13	17	9.204	-0.8288	0.4902	0.1749	-0.2048	-0.9	0	1.1	0.016	0.013	0.003	0
2018	5	11	13	17	9.224	-0.8287	0.4904	0.175	-0.2048	-0.4	0.1	1	0.017	0.009	0	0
2018	5	11	13	17	9.228	-0.8287	0.4904	0.175	-0.2048	-0.3	0.3	1	0.017	0.01	0.006	0
2018	5	11	13	17	9.247	-0.8286	0.4905	0.1748	-0.205	-0.3	0.3	0.8	0.015	0.011	0.003	0
2018	5	11	13	17	9.265	-0.8286	0.4905	0.1747	-0.2051	-0.4	0.2	1	0.021	0.012	0.007	0
2018	5	11	13	17	9.303	-0.8287	0.4904	0.1747	-0.2052	-0.5	0.2	1	0.019	0.016	0.005	0
2018	5	11	13	17	9.324	-0.8287	0.4903	0.1748	-0.2052	-0.6	0.2	1	0.017	0.015	0.003	0
2018	5	11	13	17	9.33	-0.8286	0.4904	0.1747	-0.2053	-0.7	0.3	1	0.017	0.016	0.001	0
2018	5	11	13	17	9.351	-0.8286	0.4905	0.1747	-0.2054	-1	0.1	1	0.018	0.015	0.006	0
2018	5	11	13	17	9.368	-0.8286	0.4904	0.1749	-0.2053	-1	0.1	1	0.019	0.009	0.003	0
2018	5	11	13	17	9.405	-0.8286	0.4905	0.1749	-0.2053	-0.9	0.1	1	0.02	0.012	0.003	0
2018	5	11	13	17	9.424	-0.8285	0.4905	0.1749	-0.2053	-0.8	0.1	0.9	0.016	0.011	0.003	1023
2018	5	11	13	17	9.426	-0.8285	0.4906	0.1749	-0.2054	-0.6	0.2	1	0.016	0.009	0.003	1023
2018	5	11	13	17	9.443	-0.8285	0.4906	0.1749	-0.2054	-0.6	0.1	1	0.019	0.014	0.007	1023
2018	5	11	13	17	9.465	-0.8285	0.4906	0.175	-0.2054	-0.5	0.1	0.9	0.014	0.013	0.005	1023
2018	5	11	13	17	9.504	-0.8285	0.4905	0.175	-0.2054	-0.7	0.3	0.9	0.016	0.017	0.005	1023
2018	5	11	13	17	9.527	-0.8284	0.4906	0.1749	-0.2055	-0.6	0.2	0.9	0.014	0.013	0.005	1023
2018	5	11	13	17	9.532	-0.8284	0.4906	0.175	-0.2055	-0.6	0.2	0.8	0.016	0.013	0.007	1023
2018	5	11	13	17	9.55	-0.8285	0.4905	0.1751	-0.2056	-0.4	0.3	1	0.017	0.01	0.006	1023
2018	5	11	13	17	9.57	-0.8284	0.4906	0.1749	-0.2057	-0.1	0.3	1.1	0.016	0.01	0.01	1023
2018	5	11	13	17	9.591	-0.8284	0.4905	0.1749	-0.2058	0	0.2	1.1	0.014	0.014	0.005	1023
2018	5	11	13	17	9.612	-0.8285	0.4905	0.1749	-0.2058	-0.5	0.2	1	0.018	0.019	0.003	1023
2018	5	11	13	17	9.65	-0.8285	0.4904	0.1748	-0.2058	-0.7	0.1	1	0.015	0.016	0.008	1023
2018	5	11	13	17	9.667	-0.8285	0.4904	0.1749	-0.2058	-1	0	0.9	0.015	0.014	0.001	1023
2018	5	11	13	17	9.672	-0.8284	0.4905	0.1751	-0.2057	-1.1	0	1.1	0.017	0.014	0.002	1023
2018	5	11	13	17	9.691	-0.8284	0.4904	0.1753	-0.2057	-0.7	0.3	0.9	0.014	0.012	0.004	1023
2018	5	11	13	17	9.714	-0.8284	0.4904	0.1753	-0.2057	-0.2	0.1	0.9	0.016	0.011	0.006	1023
2018	5	11	13	17	9.733	-0.8285	0.4903	0.1755	-0.2057	-0.2	0.3	1	0.014	0.006	0.004	1023
2018	5	11	13	17	9.753	-0.8285	0.4902	0.1754	-0.2058	0.3	0.5	0.8	0.018	0.01	0.004	1023
2018	5	11	13	17	9.773	-0.8285	0.4902	0.1753	-0.2061	-0.2	0.4	0.7	0.021	0.022	0.015	1023
2018	5	11	13	17	9.79	-0.8285	0.4902	0.1751	-0.2062	-1.6	0	0.8	0.016	0.027	0.011	1023
2018	5	11	13	17	9.809	-0.8284	0.4903	0.1753	-0.2061	-2.4	-0.2	1.2	0.013	0.012	0.005	1023
2018	5	11	13	17	9.83	-0.8282	0.4906	0.1754	-0.2059	-1.7	0.1	1	0.013	-0.001	-0.01	1023
2018	5	11	13	17	9.868	-0.828	0.491	0.1753	-0.206	-0.1	0.3	0.7	0.016	0.004	-0.009	1023
2018	5	11	13	17	9.889	-0.8279	0.4911	0.175	-0.2063	0.9	0.4	0.7	0.022	0.013	0	1023
2018	5	11	13	17	9.893	-0.828	0.491	0.1749	-0.2065	0.6	0.4	0.8	0.022	0.022	0.014	1023
2018	5	11	13	17	9.928	-0.8281	0.4907	0.1749	-0.2065	0	0	1	0.021	0.021	0.015	0
2018	5	11	13	17	9.949	-0.8281	0.4908	0.1747	-0.2065	-1	-0.2	1.1	0.017	0.016	0.003	0
2018	5	11	13	17	9.953	-0.8281	0.4909	0.1747	-0.2065	-1.3	-0.2	1.3	0.014	0.011	0	0
2018	5	11	13	17	9.992	-0.8281	0.4908	0.175	-0.2064	-0.8	0.1	1.2	0.016	0.006	0	0
2018	5	11	13	17	10.013	-0.8281	0.4907	0.1751	-0.2063	-0.2	0.2	1	0.016	0.009	0.001	0
2018	5	11	13	17	10.018	-0.8282	0.4905	0.1752	-0.2064	-0.2	0.3	0.8	0.014	0.016	0.005	0
2018	5	11	13	17	10.033	-0.8282	0.4905	0.1752	-0.2064	-0.4	0.2	1	0.014	0.02	0.004	0
2018	5	11	13	17	10.053	-0.8281	0.4906	0.1751	-0.2065	-0.4	0.3	1	0.014	0.015	0.002	0
2018	5	11	13	17	10.074	-0.8281	0.4906	0.1753	-0.2065	-0.3	0.1	0.8	0.02	0.014	0.001	0
2018	5	11	13	17	10.092	-0.8281	0.4906	0.1753	-0.2065	-1	0.1	0.9	0.014	0.011	0.004	0
2018	5	11	13	17	10.133	-0.828	0.4908	0.1751	-0.2066	-0.8	0	1.1	0.015	0.001	0.004	0
2018	5	11	13	17	10.153	-0.828	0.4907	0.1753	-0.2066	0.1	0.3	0.8	0.017	0.009	-0.003	0
2018	5	11	13	17	10.157	-0.828	0.4907	0.1752	-0.2068	0.2	0.8	0.8	0.017	0.015	0.007	0
2018	5	11	13	17	10.174	-0.8281	0.4904	0.1754	-0.2069	-0.4	0.5	0.5	0.022	0.022	0.02	0
2018	5	11	13	17	10.195	-0.8281	0.4904	0.1752	-0.2071	-1.8	0.6	0.7	0.018	0.034	0.017	0
2018	5	11	13	17	10.216	-0.8279	0.4907	0.1752	-0.2071	-3.8	0.7	1.1	0.021	0.015	0.009	0
2018	5	11	13	17	10.256	-0.8275	0.4913	0.1754	-0.2071	-4.9	0.9	0.8	0.027	0.014	0.004	0
2018	5	11	13	17	10.261	-0.8271	0.492	0.1757	-0.2071	-5.7	1.4	0.7	0.028	0.009	0.003	0
2018	5	11	13	17	10.277	-0.8264	0.493	0.1759	-0.2072	-8.2	2.3	0.5	0.022	0.048	-0.003	0
2018	5	11	13	17	10.295	-0.8256	0.4941	0.1766	-0.2071	-11.3	2.3	1.4	0.019	0.028	0.004	0
2018	5	11	13	17	10.314	-0.8243	0.496	0.1775	-0.2068	-16.9	3.6	2.4	0.022	0.015	-0.004	0
2018	5	11	13	17	10.334	-0.8227	0.4982	0.179	-0.2066	-15.5	6.1	1.7	0.035	-0.005	-0.013	0
2018	5	11	13	17	10.355	-0.8212	0.4999	0.1807	-0.207	-12.7	11.2	0.3	0.042	0.017	-0.039	0
2018	5	11	13	17	10.376	-0.8206	0.4995	0.1826	-0.2087	16.8	21.5	0.8	0.422	-0.52	-0.019	0
2018	5	11	13	17	10.398	-0.8237	0.4913	0.1844	-0.2147	41.2	26.3	-15.2	0.069	0.107	0.203	0
2018	5	11	13	17	10.417	-0.8256	0.4847	0.1861	-0.2208	31.3	27	-20.5	0.03	0.049	0.294	0
2018	5	11	13	17	10.437	-0.8268	0.4789	0.1873	-0.2276	41.4	29.1	-30.6	-0.009	-0.009	0.267	0
2018	5	11	13	17	10.453	-0.829	0.4706	0.1875	-0.2367	75.2	34.3	-35.4	-0.031	-0.007	0.275	0
2018	5	11	13	17	10.494	-0.8331	0.4578	0.1861	-0.2482	77	35.6	-48	-0.095	0.218	0.219	0
2018	5	11	13	17	10.514	-0.8366	0.4456	0.184	-0.26	85.6	23	-49.2	-0.19	0.13	0.533	1023
2018	5	11	13	17	10.519	-0.8408	0.4341	0.1778	-0.27	67.6	-12	-47.5	-0.137	0.42	0.589	1023
2018	5	11	13	17	10.536	-0.8425	0.4314	0.1696	-0.2742	-4.6	-48.2	-36.1	-0.094	0.404	0.483	1023
2018	5	11	13	17	10.554	-0.8411	0.4385	0.1602	-0.2728	-34.3	-72.9	-23.6	-0.098	0.258	0.37	1023
2018	5	11	13	17	10.576	-0.8407	0.4456	0.1488	-0.2689	-17.7	-85.1	-22.7	-0.115	0.347	0.359	1023
2018	5	11	13	17	10.597	-0.8418	0.4507	0.1351	-0.2642	7.6	-97.9	-18	-0.22	0.235	0.309	1023
2018	5	11	13	17	10.617	-0.8451	0.4526	0.119	-0.2581	13.2	-108.9	-7.2	-0.346	0.337	0.27	1023
2018	5	11	13	17	10.637	-0.8483	0.4554	0.1024	-0.2497	8.4	-112.7	1.2	-0.366	0.344	0.132	1023
2018	5	11	13	17	10.659	-0.851	0.4589	0.0867	-0.24	-5.8	-110.2	10	-0.345	0.482	0.076	1023
2018	5	11	13	17	10.695	-0.8527	0.464	0.0729	-0.2282	-8.7	-108.1	25.5	-0.312	0.373	0.085	1023
2018	5	11	13	17	10.715	-0.8564	0.4657	0.0598	-0.2145	27.9	-107.7	42.2	-0.356	0.266	0.138	1023
2018	5	11	13	17	10.72	-0.863	0.4622	0.0466	-0.1983	47.2	-108.3	61	-0.338	0.374	0.016	0
2018	5	11	13	17	10.74	-0.8696	0.4585	0.0354	-0.1793	37.9	-101.8	80.2	-0.275	0.427	-0.214	0
2018	5	11	13	17	10.757	-0.8771	0.4526	0.0274	-0.158	66	-85.4	104.8	-0.239	0.452	-0.253	0
2018	5	11	13	17	10.779	-0.8878	0.4397	0.0227	-0.1338	109.1	-73.7	136.4	-0.338	0.555	-0.182	0
2018	5	11	13	17	10.815	-0.9	0.4224	0.0212	-0.1046	109.3	-70.1	176	-0.441	0.831	-0.246	0
2018	5	11	13	17	10.835	-0.9112	0.4054	0.0236	-0.0683	109.1	-64.5	223.6	-0.572	0.668	-0.473	0
2018	5	11	13	17	10.839	-0.9213	0.3865	0.0311	-0.026	103.8	-43.6	262.7	-0.743	0.777	-0.579	0
2018	5	11	13	17	10.861	-0.9276	0.3701	0.0442	0.0212	68.8	-30.8	298.9	-0.963	0.688	-0.714	0
2018	5	11	13	17	10.881	-0.9302	0.3547	0.0607	0.0722	76.4	-17.1	316.8	-1.046	0.416	-0.657	0
2018	5	11	13	17	10.902	-0.9306	0.3348	0.08	0.124	106.1	-10.2	320.3	-1.028	-0.003	-0.497	0
2018	5	11	13	17	10.922	-0.9281	0.3139	0.0991	0.1734	61.8	-6.8	302.5	-0.901	0.05	-0.322	0
2018	5	11	13	17	10.94	-0.919	0.304	0.1154	0.2228	-22.9	-5	303.5	-1.041	-0.09	-0.598	0
2018	5	11	13	17	10.96	-0.9045	0.3009	0.131	0.2719	-37.5	6.5	293.5	-1.105	-0.744	-0.393	0
2018	5	11	13	17	10.996	-0.8874	0.3012	0.1456	0.3168	-72.1	10.5	268.6	-0.743	-0.803	-0.268	0
2018	5	11	13	17	11.017	-0.8673	0.3056	0.1575	0.3598	-90.9	10.9	263.2	-0.582	-0.852	-0.392	0
2018	5	11	13	17	11.022	-0.845	0.3107	0.1697	0.4006	-84.1	28	253.6	-0.477	-0.958	-0.379	0
2018	5	11	13	17	11.039	-0.8204	0.318	0.1829	0.4385	-139.7	45.9	241.8	-0.32	-0.468	-0.695	0
2018	5	11	13	17	11.073	-0.7888	0.3382	0.1902	0.4765	-223.2	60	237.1	-0.425	-0.766	-1.016	0
2018	5	11	13	17	11.095	-0.7536	0.3639	0.1946	0.5115	-220	72.5	210.5	-0.478	-0.82	-1.031	0
2018	5	11	13	17	11.102	-0.7201	0.3877	0.2	0.5394	-184.9	84.8	184.2	-0.379	-0.499	-0.674	0
2018	5	11	13	17	11.137	-0.6889	0.4071	0.2096	0.5617	-138.2	106.5	179.5	-0.072	-0.259	-0.77	0
2018	5	11	13	17	11.158	-0.6583	0.4236	0.2245	0.5803	-114.9	115.9	189.7	-0.035	0.252	-0.496	0
2018	5	11	13	17	11.161	-0.6416	0.4208	0.2546	0.5885	159.2	117.9	96.2	0.088	-1.534	0.76	0
2018	5	11	13	17	11.178	-0.6508	0.4012	0.2828	0.579	146.1	3.1	-41	0.2	-1.716	2.375	0
2018	5	11	13	17	11.2	-0.6594	0.3933	0.2772	0.5774	-63.5	-43.5	-14.5	1.153	-0.614	0.271	0
2018	5	11	13	17	11.22	-0.6541	0.397	0.2712	0.5837	-59.8	38.4	25.7	-0.583	-1.308	1.513	0
2018	5	11	13	17	11.24	-0.6441	0.4026	0.2704	0.5914	-110.1	-3.7	52.1	-1.22	0.71	0.211	0
2018	5	11	13	17	11.278	-0.6358	0.4055	0.2591	0.6033	-86.2	-52	12.8	-0.837	0.593	0.007	0
2018	5	11	13	17	11.299	-0.6384	0.4022	0.2433	0.6093	-43.7	-85.7	-44.2	-0.115	0.183	-0.164	0
2018	5	11	13	17	11.302	-0.6475	0.394	0.2238	0.6126	-39.5	-114.7	-55.3	-0.377	-0.077	-0.194	0
2018	5	11	13	17	11.321	-0.653	0.3875	0.2025	0.6182	-57.7	-91.5	-21.4	0.224	-0.479	0.507	0
2018	5	11	13	17	11.34	-0.6548	0.38	0.1867	0.6259	-40.3	-76.2	11.6	0.403	-0.23	-0.137	0
2018	5	11	13	17	11.363	-0.655	0.3712	0.1778	0.6336	-13.3	-72	27.4	-0.232	-0.073	0.228	0
2018	5	11	13	17	11.381	-0.6546	0.3612	0.1671	0.6426	-37.7	-89.3	22	-0.197	0.12	-0.08	0
2018	5	11	13	17	11.4	-0.6527	0.3531	0.1506	0.653	-78.8	-101.6	24.4	0.184	-0.027	-0.103	0
2018	5	11	13	17	11.421	-0.6503	0.3454	0.1313	0.6636	-54.3	-104.1	16.3	0.183	-0.082	-0.306	0
2018	5	11	13	17	11.441	-0.6534	0.3323	0.118	0.6697	17.6	-111.5	-13.3	-0.462	0.082	0.157	1023
2018	5	11	13	17	11.463	-0.6604	0.3137	0.1026	0.6743	-14.9	-134.9	-18.1	0.17	0.342	-0.291	1023
2018	5	11	13	17	11.483	-0.6643	0.2985	0.0808	0.6804	-55.2	-150.1	-8.3	0.395	0.311	-0.372	1023
2018	5	11	13	17	11.503	-0.6681	0.2672	0.0286	0.6938	-51.6	-220	-25.6	-0.372	-0.211	0.171	1023
2018	5	11	13	17	11.523	-0.6699	0.2433	-0.0112	0.7012	-89.6	-260.2	-9.1	0.298	0.063	-0.584	1023
2018	5	11	13	17	11.545	-0.6668	0.2151	-0.0531	0.7114	-40.3	-286.8	33.9	0.368	-0.095	-0.433	1023
2018	5	11	13	17	11.564	-0.6512	0.1814	-0.0938	0.7308	-72.6	-326.2	110.4	-0.238	-0.566	-0.066	1023
2018	5	11	13	17	11.585	-0.6293	0.1433	-0.136	0.7515	-36.3	-345.2	119.6	-0.024	-0.029	-0.182	1023
2018	5	11	13	17	11.605	-0.6049	0.101	-0.1766	0.7698	-16.7	-357.6	118.3	0.236	-0.047	-0.186	1023
2018	5	11	13	17	11.626	-0.5793	0.0481	-0.2023	0.788	118.3	-334.1	131.1	0.663	0.28	0.509	1023
2018	5	11	13	17	11.647	-0.5465	-0.0015	-0.2309	0.8049	-23.9	-354.6	152.2	-0.063	0.547	0.956	1023
2018	5	11	13	17	11.667	-0.5162	-0.0412	-0.2774	0.8091	-75.6	-294.5	72.8	-0.572	-0.548	-0.433	1023
2018	5	11	13	17	11.686	-0.5045	-0.054	-0.2903	0.8113	48.9	32.4	101.6	0.188	-0.502	-0.734	1023
2018	5	11	13	17	11.703	-0.5046	-0.0538	-0.2754	0.8164	109.2	53.1	-39.6	0.515	0.036	-0.104	1023
